Date,Exercise,Sets,Reps,Weight,Muscle Group
2020-02-23,Tirate orizzontali ai cavi,4,10,28.416988416988417,Schiena
2020-02-23,Pull down ai cavi,4,12,17.27799227799228,Tricipiti
2020-02-23,Curl con manubri,4,12,11.13899613899614,Bicipiti
2020-02-23,Curl su panca inclinata,4,12,9.13899613899614,Bicipiti
2020-02-24,Squat,5,5,101.38996138996139,Gambe
2020-02-24,Sissy squat,4,12,7.277992277992277,Gambe
2020-02-24,Leg extention,4,12,59.55598455598456,Gambe
2020-02-26,Panca,5,5,89.26640926640927,Petto
2020-02-26,Panca inclinata,4,10,37.316602316602314,Petto
2020-02-26,Croci,4,12,13.474903474903474,Petto
2020-02-26,Military press,4,8,24.633204633204635,Spalle
2020-02-26,Alzate laterali,4,12,8.389961389961389,Spalle
2020-02-27,Stacco,5,5,113.8996138996139,Schiena
2020-02-27,Lat machine,4,10,61.94980694980695,Schiena
2020-02-27,Tirate orizzontali ai cavi,4,10,28.474903474903474,Schiena
2020-02-27,Pull down ai cavi,4,12,17.316602316602317,Tricipiti
2020-02-27,Curl con manubri,4,12,11.158301158301159,Bicipiti
2020-02-27,Curl su panca inclinata,4,12,9.158301158301159,Bicipiti
2020-02-28,Squat,5,5,101.58301158301158,Gambe
2020-02-28,Sissy squat,4,12,7.316602316602316,Gambe
2020-02-28,Leg extention,4,12,59.633204633204635,Gambe
2020-02-29,Panca,5,5,89.26640926640927,Petto
2020-02-29,Panca inclinata,4,10,37.316602316602314,Petto
2020-02-29,Croci,4,12,13.474903474903474,Petto
2020-02-29,Military press,4,8,24.633204633204635,Spalle
2020-02-29,Alzate laterali,4,12,8.389961389961389,Spalle
2020-03-01,Stacco,5,5,113.8996138996139,Schiena
2020-03-01,Lat machine,4,10,61.94980694980695,Schiena
2020-03-01,Tirate orizzontali ai cavi,4,10,28.474903474903474,Schiena
2020-03-01,Pull down ai cavi,4,12,17.316602316602317,Tricipiti
2020-03-01,Curl con manubri,4,12,11.158301158301159,Bicipiti
2020-03-01,Curl su panca inclinata,4,12,9.158301158301159,Bicipiti
2020-03-02,Squat,5,5,101.58301158301158,Gambe
2020-03-02,Sissy squat,4,12,7.316602316602316,Gambe
2020-03-02,Leg extention,4,12,59.633204633204635,Gambe
2020-03-03,Squat,5,5,101.77606177606178,Gambe
2020-03-03,Sissy squat,4,12,7.355212355212355,Gambe
2020-03-03,Leg extention,4,12,59.71042471042471,Gambe
2020-03-04,Panca,5,5,89.42084942084942,Petto
2020-03-04,Panca inclinata,4,10,37.35521235521235,Petto
2020-03-04,Croci,4,12,13.532818532818533,Petto
2020-03-04,Military press,4,8,24.71042471042471,Spalle
2020-03-04,Alzate laterali,4,12,8.413127413127413,Spalle
2020-03-05,Stacco,5,5,114.13127413127413,Schiena
2020-03-05,Lat machine,4,10,62.06563706563706,Schiena
2020-03-05,Tirate orizzontali ai cavi,4,10,28.53281853281853,Schiena
2020-03-05,Pull down ai cavi,4,12,17.355212355212355,Tricipiti
2020-03-05,Curl con manubri,4,12,11.177606177606178,Bicipiti
2020-03-05,Curl su panca inclinata,4,12,9.177606177606178,Bicipiti
2020-03-06,Squat,5,5,101.77606177606178,Gambe
2020-03-06,Sissy squat,4,12,7.355212355212355,Gambe
2020-03-06,Leg extention,4,12,59.71042471042471,Gambe
2020-03-08,Stacco,5,5,114.13127413127413,Schiena
2020-03-08,Lat machine,4,10,62.06563706563706,Schiena
2020-03-08,Tirate orizzontali ai cavi,4,10,28.53281853281853,Schiena
2020-03-08,Pull down ai cavi,4,12,17.355212355212355,Tricipiti
2020-03-08,Curl con manubri,4,12,11.177606177606178,Bicipiti
2020-03-08,Curl su panca inclinata,4,12,9.177606177606178,Bicipiti
2020-03-09,Squat,5,5,101.77606177606178,Gambe
2020-03-09,Sissy squat,4,12,7.355212355212355,Gambe
2020-03-09,Leg extention,4,12,59.71042471042471,Gambe
2020-03-10,Squat,5,5,101.96911196911196,Gambe
2020-03-10,Sissy squat,4,12,7.3938223938223935,Gambe
2020-03-10,Leg extention,4,12,59.78764478764479,Gambe
2020-03-11,Panca,5,5,89.57528957528957,Petto
2020-03-11,Panca inclinata,4,10,37.3938223938224,Petto
2020-03-11,Croci,4,12,13.59073359073359,Petto
2020-03-11,Military press,4,8,24.787644787644787,Spalle
2020-03-11,Alzate laterali,4,12,8.436293436293436,Spalle
2020-03-12,Stacco,5,5,114.36293436293437,Schiena
2020-03-12,Lat machine,4,10,62.181467181467184,Schiena
2020-03-12,Tirate orizzontali ai cavi,4,10,28.590733590733592,Schiena
2020-03-12,Pull down ai cavi,4,12,17.393822393822393,Tricipiti
2020-03-12,Curl con manubri,4,12,11.196911196911197,Bicipiti
2020-03-12,Curl su panca inclinata,4,12,9.196911196911197,Bicipiti
2020-03-14,Panca,5,5,89.57528957528957,Petto
2020-03-14,Panca inclinata,4,10,37.3938223938224,Petto
2020-03-14,Croci,4,12,13.59073359073359,Petto
2020-03-14,Military press,4,8,24.787644787644787,Spalle
2020-03-14,Alzate laterali,4,12,8.436293436293436,Spalle
2020-03-15,Stacco,5,5,114.36293436293437,Schiena
2020-03-15,Lat machine,4,10,62.181467181467184,Schiena
2020-03-15,Tirate orizzontali ai cavi,4,10,28.590733590733592,Schiena
2020-03-15,Pull down ai cavi,4,12,17.393822393822393,Tricipiti
2020-03-15,Curl con manubri,4,12,11.196911196911197,Bicipiti
2020-03-15,Curl su panca inclinata,4,12,9.196911196911197,Bicipiti
2020-03-16,Squat,5,5,101.96911196911196,Gambe
2020-03-16,Sissy squat,4,12,7.3938223938223935,Gambe
2020-03-16,Leg extention,4,12,59.78764478764479,Gambe
2020-03-17,Squat,5,5,102.16216216216216,Gambe
2020-03-17,Sissy squat,4,12,7.4324324324324325,Gambe
2020-03-17,Leg extention,4,12,59.86486486486486,Gambe
2020-03-18,Panca,5,5,89.72972972972973,Petto
2020-03-18,Panca inclinata,4,10,37.432432432432435,Petto
2020-03-18,Croci,4,12,13.64864864864865,Petto
2020-03-18,Military press,4,8,24.864864864864863,Spalle
2020-03-18,Alzate laterali,4,12,8.45945945945946,Spalle
2020-03-20,Squat,5,5,102.16216216216216,Gambe
2020-03-20,Sissy squat,4,12,7.4324324324324325,Gambe
2020-03-20,Leg extention,4,12,59.86486486486486,Gambe
2020-03-21,Panca,5,5,89.72972972972973,Petto
2020-03-21,Panca inclinata,4,10,37.432432432432435,Petto
2020-03-21,Croci,4,12,13.64864864864865,Petto
2020-03-21,Military press,4,8,24.864864864864863,Spalle
2020-03-21,Alzate laterali,4,12,8.45945945945946,Spalle
2020-03-22,Stacco,5,5,114.5945945945946,Schiena
2020-03-22,Lat machine,4,10,62.2972972972973,Schiena
2020-03-22,Tirate orizzontali ai cavi,4,10,28.64864864864865,Schiena
2020-03-22,Pull down ai cavi,4,12,17.43243243243243,Tricipiti
2020-03-22,Curl con manubri,4,12,11.216216216216216,Bicipiti
2020-03-22,Curl su panca inclinata,4,12,9.216216216216216,Bicipiti
2020-03-23,Squat,5,5,102.16216216216216,Gambe
2020-03-23,Sissy squat,4,12,7.4324324324324325,Gambe
2020-03-23,Leg extention,4,12,59.86486486486486,Gambe
2020-03-24,Squat,5,5,102.35521235521236,Gambe
2020-03-24,Sissy squat,4,12,7.471042471042471,Gambe
2020-03-24,Leg extention,4,12,59.94208494208494,Gambe
2020-03-25,Panca,5,5,89.88416988416988,Petto
2020-03-25,Panca inclinata,4,10,37.47104247104247,Petto
2020-03-25,Croci,4,12,13.706563706563706,Petto
2020-03-25,Military press,4,8,24.942084942084943,Spalle
2020-03-25,Alzate laterali,4,12,8.482625482625483,Spalle
2020-03-26,Stacco,5,5,114.82625482625483,Schiena
2020-03-26,Lat machine,4,10,62.41312741312741,Schiena
2020-03-26,Tirate orizzontali ai cavi,4,10,28.706563706563706,Schiena
2020-03-26,Pull down ai cavi,4,12,17.47104247104247,Tricipiti
2020-03-26,Curl con manubri,4,12,11.235521235521235,Bicipiti
2020-03-26,Curl su panca inclinata,4,12,9.235521235521235,Bicipiti
2020-03-28,Panca,5,5,89.88416988416988,Petto
2020-03-28,Panca inclinata,4,10,37.47104247104247,Petto
2020-03-28,Croci,4,12,13.706563706563706,Petto
2020-03-28,Military press,4,8,24.942084942084943,Spalle
2020-03-28,Alzate laterali,4,12,8.482625482625483,Spalle
2020-03-29,Stacco,5,5,114.82625482625483,Schiena
2020-03-29,Lat machine,4,10,62.41312741312741,Schiena
2020-03-29,Tirate orizzontali ai cavi,4,10,28.706563706563706,Schiena
2020-03-29,Pull down ai cavi,4,12,17.47104247104247,Tricipiti
2020-03-29,Curl con manubri,4,12,11.235521235521235,Bicipiti
2020-03-29,Curl su panca inclinata,4,12,9.235521235521235,Bicipiti
2020-03-30,Squat,5,5,102.35521235521236,Gambe
2020-03-30,Sissy squat,4,12,7.471042471042471,Gambe
2020-03-30,Leg extention,4,12,59.94208494208494,Gambe
2020-04-01,Panca,5,5,90.03861003861005,Petto
2020-04-01,Panca inclinata,4,10,37.50965250965251,Petto
2020-04-01,Croci,4,12,13.764478764478765,Petto
2020-04-01,Military press,4,8,25.01930501930502,Spalle
2020-04-01,Alzate laterali,4,12,8.505791505791505,Spalle
2020-04-02,Stacco,5,5,115.05791505791505,Schiena
2020-04-02,Lat machine,4,10,62.52895752895753,Schiena
2020-04-02,Tirate orizzontali ai cavi,4,10,28.764478764478763,Schiena
2020-04-02,Pull down ai cavi,4,12,17.50965250965251,Tricipiti
2020-04-02,Curl con manubri,4,12,11.254826254826256,Bicipiti
2020-04-02,Curl su panca inclinata,4,12,9.254826254826256,Bicipiti
2020-04-03,Squat,5,5,102.54826254826254,Gambe
2020-04-03,Sissy squat,4,12,7.5096525096525095,Gambe
2020-04-03,Leg extention,4,12,60.01930501930502,Gambe
2020-04-04,Panca,5,5,90.03861003861005,Petto
2020-04-04,Panca inclinata,4,10,37.50965250965251,Petto
2020-04-04,Croci,4,12,13.764478764478765,Petto
2020-04-04,Military press,4,8,25.01930501930502,Spalle
2020-04-04,Alzate laterali,4,12,8.505791505791505,Spalle
2020-04-05,Stacco,5,5,115.05791505791505,Schiena
2020-04-05,Lat machine,4,10,62.52895752895753,Schiena
2020-04-05,Tirate orizzontali ai cavi,4,10,28.764478764478763,Schiena
2020-04-05,Pull down ai cavi,4,12,17.50965250965251,Tricipiti
2020-04-05,Curl con manubri,4,12,11.254826254826256,Bicipiti
2020-04-05,Curl su panca inclinata,4,12,9.254826254826256,Bicipiti
2020-04-06,Squat,5,5,102.54826254826254,Gambe
2020-04-06,Sissy squat,4,12,7.5096525096525095,Gambe
2020-04-06,Leg extention,4,12,60.01930501930502,Gambe
2020-04-07,Squat,5,5,102.74131274131274,Gambe
2020-04-07,Sissy squat,4,12,7.548262548262548,Gambe
2020-04-07,Leg extention,4,12,60.0965250965251,Gambe
2020-04-08,Panca,5,5,90.1930501930502,Petto
2020-04-08,Panca inclinata,4,10,37.54826254826255,Petto
2020-04-08,Croci,4,12,13.822393822393822,Petto
2020-04-08,Military press,4,8,25.096525096525095,Spalle
2020-04-08,Alzate laterali,4,12,8.528957528957529,Spalle
2020-04-09,Stacco,5,5,115.2895752895753,Schiena
2020-04-09,Lat machine,4,10,62.64478764478765,Schiena
2020-04-09,Tirate orizzontali ai cavi,4,10,28.822393822393824,Schiena
2020-04-09,Pull down ai cavi,4,12,17.54826254826255,Tricipiti
2020-04-09,Curl con manubri,4,12,11.274131274131275,Bicipiti
2020-04-09,Curl su panca inclinata,4,12,9.274131274131275,Bicipiti
2020-04-11,Panca,5,5,90.1930501930502,Petto
2020-04-11,Panca inclinata,4,10,37.54826254826255,Petto
2020-04-11,Croci,4,12,13.822393822393822,Petto
2020-04-11,Military press,4,8,25.096525096525095,Spalle
2020-04-11,Alzate laterali,4,12,8.528957528957529,Spalle
2020-04-12,Stacco,5,5,115.2895752895753,Schiena
2020-04-12,Lat machine,4,10,62.64478764478765,Schiena
2020-04-12,Tirate orizzontali ai cavi,4,10,28.822393822393824,Schiena
2020-04-12,Pull down ai cavi,4,12,17.54826254826255,Tricipiti
2020-04-12,Curl con manubri,4,12,11.274131274131275,Bicipiti
2020-04-12,Curl su panca inclinata,4,12,9.274131274131275,Bicipiti
2020-04-13,Squat,5,5,102.74131274131274,Gambe
2020-04-13,Sissy squat,4,12,7.548262548262548,Gambe
2020-04-13,Leg extention,4,12,60.0965250965251,Gambe
2020-04-14,Squat,5,5,102.93436293436294,Gambe
2020-04-14,Sissy squat,4,12,7.5868725868725875,Gambe
2020-04-14,Leg extention,4,12,60.173745173745175,Gambe
2020-04-15,Panca,5,5,90.34749034749035,Petto
2020-04-15,Panca inclinata,4,10,37.58687258687259,Petto
2020-04-15,Croci,4,12,13.880308880308881,Petto
2020-04-15,Military press,4,8,25.173745173745175,Spalle
2020-04-15,Alzate laterali,4,12,8.552123552123552,Spalle
2020-04-16,Stacco,5,5,115.52123552123552,Schiena
2020-04-16,Lat machine,4,10,62.76061776061776,Schiena
2020-04-16,Tirate orizzontali ai cavi,4,10,28.88030888030888,Schiena
2020-04-16,Pull down ai cavi,4,12,17.586872586872587,Tricipiti
2020-04-16,Curl con manubri,4,12,11.293436293436294,Bicipiti
2020-04-16,Curl su panca inclinata,4,12,9.293436293436294,Bicipiti
2020-04-18,Panca,5,5,90.34749034749035,Petto
2020-04-18,Panca inclinata,4,10,37.58687258687259,Petto
2020-04-18,Croci,4,12,13.880308880308881,Petto
2020-04-18,Military press,4,8,25.173745173745175,Spalle
2020-04-18,Alzate laterali,4,12,8.552123552123552,Spalle
2020-04-19,Stacco,5,5,115.52123552123552,Schiena
2020-04-19,Lat machine,4,10,62.76061776061776,Schiena
2020-04-19,Tirate orizzontali ai cavi,4,10,28.88030888030888,Schiena
2020-04-19,Pull down ai cavi,4,12,17.586872586872587,Tricipiti
2020-04-19,Curl con manubri,4,12,11.293436293436294,Bicipiti
2020-04-19,Curl su panca inclinata,4,12,9.293436293436294,Bicipiti
2020-04-20,Squat,5,5,102.93436293436294,Gambe
2020-04-20,Sissy squat,4,12,7.5868725868725875,Gambe
2020-04-20,Leg extention,4,12,60.173745173745175,Gambe
2020-04-21,Squat,5,5,103.12741312741312,Gambe
2020-04-21,Sissy squat,4,12,7.625482625482626,Gambe
2020-04-21,Leg extention,4,12,60.25096525096525,Gambe
2020-04-22,Panca,5,5,90.5019305019305,Petto
2020-04-22,Panca inclinata,4,10,37.625482625482626,Petto
2020-04-22,Croci,4,12,13.938223938223938,Petto
2020-04-22,Military press,4,8,25.25096525096525,Spalle
2020-04-22,Alzate laterali,4,12,8.575289575289576,Spalle
2020-04-24,Squat,5,5,103.12741312741312,Gambe
2020-04-24,Sissy squat,4,12,7.625482625482626,Gambe
2020-04-24,Leg extention,4,12,60.25096525096525,Gambe
2020-04-25,Panca,5,5,90.5019305019305,Petto
2020-04-25,Panca inclinata,4,10,37.625482625482626,Petto
2020-04-25,Croci,4,12,13.938223938223938,Petto
2020-04-25,Military press,4,8,25.25096525096525,Spalle
2020-04-25,Alzate laterali,4,12,8.575289575289576,Spalle
2020-04-26,Stacco,5,5,115.75289575289575,Schiena
2020-04-26,Lat machine,4,10,62.87644787644788,Schiena
2020-04-26,Tirate orizzontali ai cavi,4,10,28.93822393822394,Schiena
2020-04-26,Pull down ai cavi,4,12,17.625482625482626,Tricipiti
2020-04-26,Curl con manubri,4,12,11.312741312741313,Bicipiti
2020-04-26,Curl su panca inclinata,4,12,9.312741312741313,Bicipiti
2020-04-27,Squat,5,5,103.12741312741312,Gambe
2020-04-27,Sissy squat,4,12,7.625482625482626,Gambe
2020-04-27,Leg extention,4,12,60.25096525096525,Gambe
2020-04-29,Panca,5,5,90.65637065637065,Petto
2020-04-29,Panca inclinata,4,10,37.664092664092664,Petto
2020-04-29,Croci,4,12,13.996138996138995,Petto
2020-04-29,Military press,4,8,25.328185328185327,Spalle
2020-04-29,Alzate laterali,4,12,8.598455598455597,Spalle
2020-04-30,Stacco,5,5,115.98455598455598,Schiena
2020-04-30,Lat machine,4,10,62.99227799227799,Schiena
2020-04-30,Tirate orizzontali ai cavi,4,10,28.996138996138995,Schiena
2020-04-30,Pull down ai cavi,4,12,17.664092664092664,Tricipiti
2020-04-30,Curl con manubri,4,12,11.332046332046332,Bicipiti
2020-04-30,Curl su panca inclinata,4,12,9.332046332046332,Bicipiti
2020-05-01,Squat,5,5,103.32046332046332,Gambe
2020-05-01,Sissy squat,4,12,7.664092664092664,Gambe
2020-05-01,Leg extention,4,12,60.32818532818533,Gambe
2020-05-02,Panca,5,5,90.65637065637065,Petto
2020-05-02,Panca inclinata,4,10,37.664092664092664,Petto
2020-05-02,Croci,4,12,13.996138996138995,Petto
2020-05-02,Military press,4,8,25.328185328185327,Spalle
2020-05-02,Alzate laterali,4,12,8.598455598455597,Spalle
2020-05-03,Stacco,5,5,115.98455598455598,Schiena
2020-05-03,Lat machine,4,10,62.99227799227799,Schiena
2020-05-03,Tirate orizzontali ai cavi,4,10,28.996138996138995,Schiena
2020-05-03,Pull down ai cavi,4,12,17.664092664092664,Tricipiti
2020-05-03,Curl con manubri,4,12,11.332046332046332,Bicipiti
2020-05-03,Curl su panca inclinata,4,12,9.332046332046332,Bicipiti
2020-05-04,Squat,5,5,103.32046332046332,Gambe
2020-05-04,Sissy squat,4,12,7.664092664092664,Gambe
2020-05-04,Leg extention,4,12,60.32818532818533,Gambe
2020-05-05,Squat,5,5,103.51351351351352,Gambe
2020-05-05,Sissy squat,4,12,7.702702702702703,Gambe
2020-05-05,Leg extention,4,12,60.4054054054054,Gambe
2020-05-06,Panca,5,5,90.8108108108108,Petto
2020-05-06,Panca inclinata,4,10,37.7027027027027,Petto
2020-05-06,Croci,4,12,14.054054054054054,Petto
2020-05-06,Military press,4,8,25.405405405405403,Spalle
2020-05-06,Alzate laterali,4,12,8.621621621621621,Spalle
2020-05-07,Stacco,5,5,116.21621621621622,Schiena
2020-05-07,Lat machine,4,10,63.10810810810811,Schiena
2020-05-07,Tirate orizzontali ai cavi,4,10,29.054054054054056,Schiena
2020-05-07,Pull down ai cavi,4,12,17.7027027027027,Tricipiti
2020-05-07,Curl con manubri,4,12,11.35135135135135,Bicipiti
2020-05-07,Curl su panca inclinata,4,12,9.35135135135135,Bicipiti
2020-05-09,Panca,5,5,90.8108108108108,Petto
2020-05-09,Panca inclinata,4,10,37.7027027027027,Petto
2020-05-09,Croci,4,12,14.054054054054054,Petto
2020-05-09,Military press,4,8,25.405405405405403,Spalle
2020-05-09,Alzate laterali,4,12,8.621621621621621,Spalle
2020-05-10,Stacco,5,5,116.21621621621622,Schiena
2020-05-10,Lat machine,4,10,63.10810810810811,Schiena
2020-05-10,Tirate orizzontali ai cavi,4,10,29.054054054054056,Schiena
2020-05-10,Pull down ai cavi,4,12,17.7027027027027,Tricipiti
2020-05-10,Curl con manubri,4,12,11.35135135135135,Bicipiti
2020-05-10,Curl su panca inclinata,4,12,9.35135135135135,Bicipiti
2020-05-11,Squat,5,5,103.51351351351352,Gambe
2020-05-11,Sissy squat,4,12,7.702702702702703,Gambe
2020-05-11,Leg extention,4,12,60.4054054054054,Gambe
2020-05-12,Squat,5,5,103.70656370656371,Gambe
2020-05-12,Sissy squat,4,12,7.741312741312742,Gambe
2020-05-12,Leg extention,4,12,60.48262548262548,Gambe
2020-05-14,Stacco,5,5,116.44787644787645,Schiena
2020-05-14,Lat machine,4,10,63.22393822393823,Schiena
2020-05-14,Tirate orizzontali ai cavi,4,10,29.111969111969113,Schiena
2020-05-14,Pull down ai cavi,4,12,17.74131274131274,Tricipiti
2020-05-14,Curl con manubri,4,12,11.37065637065637,Bicipiti
2020-05-14,Curl su panca inclinata,4,12,9.37065637065637,Bicipiti
2020-05-15,Squat,5,5,103.70656370656371,Gambe
2020-05-15,Sissy squat,4,12,7.741312741312742,Gambe
2020-05-15,Leg extention,4,12,60.48262548262548,Gambe
2020-05-16,Panca,5,5,90.96525096525096,Petto
2020-05-16,Panca inclinata,4,10,37.74131274131274,Petto
2020-05-16,Croci,4,12,14.111969111969113,Petto
2020-05-16,Military press,4,8,25.482625482625483,Spalle
2020-05-16,Alzate laterali,4,12,8.644787644787645,Spalle
2020-05-17,Stacco,5,5,116.44787644787645,Schiena
2020-05-17,Lat machine,4,10,63.22393822393823,Schiena
2020-05-17,Tirate orizzontali ai cavi,4,10,29.111969111969113,Schiena
2020-05-17,Pull down ai cavi,4,12,17.74131274131274,Tricipiti
2020-05-17,Curl con manubri,4,12,11.37065637065637,Bicipiti
2020-05-17,Curl su panca inclinata,4,12,9.37065637065637,Bicipiti
2020-05-18,Squat,5,5,103.70656370656371,Gambe
2020-05-18,Sissy squat,4,12,7.741312741312742,Gambe
2020-05-18,Leg extention,4,12,60.48262548262548,Gambe
2020-05-19,Squat,5,5,103.8996138996139,Gambe
2020-05-19,Sissy squat,4,12,7.77992277992278,Gambe
2020-05-19,Leg extention,4,12,60.559845559845556,Gambe
2020-05-20,Panca,5,5,91.11969111969111,Petto
2020-05-20,Panca inclinata,4,10,37.77992277992278,Petto
2020-05-20,Croci,4,12,14.16988416988417,Petto
2020-05-20,Military press,4,8,25.55984555984556,Spalle
2020-05-20,Alzate laterali,4,12,8.667953667953668,Spalle
2020-05-21,Stacco,5,5,116.67953667953668,Schiena
2020-05-21,Lat machine,4,10,63.33976833976834,Schiena
2020-05-21,Tirate orizzontali ai cavi,4,10,29.16988416988417,Schiena
2020-05-21,Pull down ai cavi,4,12,17.779922779922778,Tricipiti
2020-05-21,Curl con manubri,4,12,11.389961389961389,Bicipiti
2020-05-21,Curl su panca inclinata,4,12,9.389961389961389,Bicipiti
2020-05-23,Panca,5,5,91.11969111969111,Petto
2020-05-23,Panca inclinata,4,10,37.77992277992278,Petto
2020-05-23,Croci,4,12,14.16988416988417,Petto
2020-05-23,Military press,4,8,25.55984555984556,Spalle
2020-05-23,Alzate laterali,4,12,8.667953667953668,Spalle
2020-05-24,Stacco,5,5,116.67953667953668,Schiena
2020-05-24,Lat machine,4,10,63.33976833976834,Schiena
2020-05-24,Tirate orizzontali ai cavi,4,10,29.16988416988417,Schiena
2020-05-24,Pull down ai cavi,4,12,17.779922779922778,Tricipiti
2020-05-24,Curl con manubri,4,12,11.389961389961389,Bicipiti
2020-05-24,Curl su panca inclinata,4,12,9.389961389961389,Bicipiti
2020-05-25,Squat,5,5,103.8996138996139,Gambe
2020-05-25,Sissy squat,4,12,7.77992277992278,Gambe
2020-05-25,Leg extention,4,12,60.559845559845556,Gambe
2020-05-26,Squat,5,5,104.0926640926641,Gambe
2020-05-26,Sissy squat,4,12,7.818532818532819,Gambe
2020-05-26,Leg extention,4,12,60.63706563706564,Gambe
2020-05-27,Panca,5,5,91.27413127413128,Petto
2020-05-27,Panca inclinata,4,10,37.818532818532816,Petto
2020-05-27,Croci,4,12,14.227799227799228,Petto
2020-05-27,Military press,4,8,25.63706563706564,Spalle
2020-05-27,Alzate laterali,4,12,8.691119691119692,Spalle
2020-05-28,Stacco,5,5,116.91119691119691,Schiena
2020-05-28,Lat machine,4,10,63.455598455598455,Schiena
2020-05-28,Tirate orizzontali ai cavi,4,10,29.227799227799228,Schiena
